Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
3558;13098;"BSGLg";journal;"07707576, 25070711";"Societe Geographique de Liege";Yes;Yes;0,132;Q4;7;21;72;725;10;71;0,13;34,52;38,89;0;10;Belgium;Western Europe;"Societe Geographique de Liege";"1979, 1981-1986, 1988-1994, 2012-2024";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
3559;21100944569;"Comparative Law Review";journal;"08669449, 23917644";"Nicolaus Copernicus University";Yes;Yes;0,132;Q4;5;10;46;160;20;43;0,50;16,00;46,15;0;7;Poland;Eastern Europe;"Nicolaus Copernicus University";"2017-2024";"Law (Q4)";"Social Sciences"
3560;21100825855;"Fatigue of Aircraft Structures";journal;"20817738, 23007591";"De Gruyter Open Ltd";Yes;Yes;0,132;Q4;7;0;33;0;10;33;0,14;0,00;0,00;0;0;Poland;Eastern Europe;"De Gruyter Open Ltd";"2016-2023";"Aerospace Engineering (Q4); Civil and Structural Engineering (Q4); Mechanics of Materials (Q4); Safety, Risk, Reliability and Quality (Q4)";"Engineering"
3561;19700201684;"Haseki Tip Bulteni";journal;"21472688, 13020072";"Galenos Publishing House";Yes;Yes;0,132;Q4;7;50;215;1177;53;215;0,28;23,54;49,19;0;24;Turkey;Middle East;"Galenos Publishing House";"2011-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
3562;21101021451;"Iranian Journal of Polymer Science and Technology";journal;"10163255, 20080883";"Iran Polymer and Petrochemical Institute";Yes;Yes;0,132;Q4;5;19;108;1087;41;108;0,36;57,21;38,78;0;7;Iran;Middle East;"Iran Polymer and Petrochemical Institute";"2019-2024";"Materials Chemistry (Q4); Organic Chemistry (Q4); Polymers and Plastics (Q4)";"Chemistry; Materials Science"
3563;19700188281;"Journal of Kerman University of Medical Sciences";journal;"20082843, 10239510";"Kerman University of Medical Sciences";Yes;Yes;0,132;Q4;12;51;203;1886;64;201;0,27;36,98;46,38;0;21;Iran;Middle East;"Kerman University of Medical Sciences";"2008, 2010-2011, 2013-2025";"Medicine (miscellaneous) (Q4)";"Medicine"
3564;21100778010;"Journal of Oral Research";journal;"07192460, 07192479";"Universidad de Concepcion";Yes;Yes;0,132;Q4;10;19;171;520;34;159;0,14;27,37;48,75;0;4;Chile;Latin America;"Universidad de Concepcion";"2016-2025";"Dentistry (miscellaneous) (Q4)";"Dentistry"
3565;21101259014;"Journal of Sport Biomechanics";journal;"24765937, 24764906";"Islamic Azad University of Hamedan";Yes;Yes;0,132;Q4;2;24;66;822;13;65;0,17;34,25;42,11;0;0;Iran;Middle East;"Islamic Azad University of Hamedan";"2020-2024";"Human Factors and Ergonomics (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Medicine; Social Sciences"
3566;21101272727;"Kidneys";journal;"23071257, 23071265";"Zaslavsky Publishing House";Yes;Yes;0,132;Q4;4;34;50;718;13;44;0,26;21,12;46,94;0;21;Ukraine;Eastern Europe;"Zaslavsky Publishing House";"2022-2025";"Nephrology (Q4); Urology (Q4)";"Medicine"
3567;21101044782;"Medical Journal of Dr. D.Y. Patil Vidyapeeth";journal;"25898302, 25898310";"Wolters Kluwer Medknow Publications";Yes;Yes;0,132;Q4;13;205;708;3453;131;525;0,18;16,84;44,99;0;80;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2018-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
3568;18364;"Medicina (Brazil)";journal;"00766046, 21767262";"Faculdade de Medicina de Ribeirao Preto - U.S.P.";Yes;Yes;0,132;Q4;14;0;317;0;47;313;0,13;0,00;0,00;0;0;Brazil;Latin America;"Faculdade de Medicina de Ribeirao Preto - U.S.P.";"1991-2023";"Medicine (miscellaneous) (Q4)";"Medicine"
3569;19300156914;"Revista Andaluza de Medicina del Deporte";journal;"21725063, 18887546";"Centro Andaluz de Medicina del Deporte";Yes;Yes;0,132;Q4;20;13;90;428;19;89;0,27;32,92;27,59;0;4;Spain;Western Europe;"Centro Andaluz de Medicina del Deporte";"2008-2024";"Orthopedics and Sports Medicine (Q4); Physiology (medical) (Q4); Sports Science (Q4)";"Health Professions; Medicine"
3570;12100154811;"Revista Colombiana de Gastroenterologia";journal;"01209957";"Asociacion Colombiana de Gastroenterologia";Yes;Yes;0,132;Q4;14;78;248;1500;58;220;0,26;19,23;33,98;0;26;Colombia;Latin America;"Asociacion Colombiana de Gastroenterologia";"2008-2024";"Gastroenterology (Q4)";"Medicine"
3571;21100823466;"Revista Habanera de Ciencias Medicas";journal;"1729519X";"Universidad de Ciencias Medicas de La Habana";Yes;Yes;0,132;Q4;14;47;276;1481;71;250;0,29;31,51;53,54;0;22;Cuba;Latin America;"Universidad de Ciencias Medicas de La Habana";"2002-2024";"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
3572;12100155503;"Revista Latinoamericana de Hipertension";journal;"18564550";"Sociedad Latinoamericana de Hipertension";Yes;Yes;0,132;Q4;12;73;227;2018;85;227;0,39;27,64;61,08;0;47;Venezuela;Latin America;"Sociedad Latinoamericana de Hipertension";"2008-2024";"Cardiology and Cardiovascular Medicine (Q4); Internal Medicine (Q4)";"Medicine"
3573;21100901572;"UCJC Business and Society Review";journal;"26593270";"Universia Holding";Yes;Yes;0,132;Q4;17;29;47;1645;16;44;0,33;56,72;28,79;0;14;Spain;Western Europe;"Universia Holding";"2018-2024";"Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
3574;19297;"Vestnik Khirurgii Imeni I.I.Grekova";journal;"00424625";"Aesculapius";Yes;Yes;0,132;Q4;9;60;295;1205;39;285;0,11;20,08;22,89;0;20;Russian Federation;Eastern Europe;"Aesculapius";"1946, 1949-2015, 2018-2024";"Medicine (miscellaneous) (Q4); Surgery (Q4)";"Medicine"
3575;21101049619;"Cuadernos Medievales";journal;"24227471, 24516821";"Universidad Nacional de Mar del Plata";Yes;Yes;0,131;Q2;2;11;38;800;11;37;0,19;72,73;33,33;0;1;Argentina;Latin America;"Universidad Nacional de Mar del Plata";"2019-2024";"Visual Arts and Performing Arts (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
3576;21101158609;"Folklorica";journal;"19200234, 19200242";"Association for Slavic East European and Eurasian Studies";Yes;Yes;0,131;Q2;2;4;14;196;1;12;0,00;49,00;100,00;0;0;United States;Northern America;"Association for Slavic East European and Eurasian Studies";"2019-2024";"Literature and Literary Theory (Q2); Anthropology (Q3); Cultural Studies (Q3); Linguistics and Language (Q3); Music (Q3)";"Arts and Humanities; Social Sciences"
3577;21100891825;"Komunikacija i Kultura Online";journal;"22174257";"FOKUS – Forum za interkulturnu komunikaciju";Yes;Yes;0,131;Q2;2;11;40;491;4;39;0,11;44,64;60,87;0;0;Serbia;Eastern Europe;"FOKUS – Forum za interkulturnu komunikaciju";"2018-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
3578;21100920646;"Studies in Ancient Art and Civilization";journal;"2449867X, 18991548";"Ksiegarnia Akademicka Publishing Ltd";Yes;Yes;0,131;Q2;3;11;29;560;4;29;0,11;50,91;42,11;0;2;Poland;Eastern Europe;"Ksiegarnia Akademicka Publishing Ltd";"2018-2024";"Classics (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); Museology (Q3)";"Arts and Humanities; Social Sciences"
3579;21101200272;"Ademas de";journal;"2444121X";"Asociacion de Amigos Museo Nacional de Artes Decorativas";Yes;Yes;0,131;Q3;1;16;35;329;3;31;0,08;20,56;41,67;0;2;Spain;Western Europe;"Asociacion de Amigos Museo Nacional de Artes Decorativas";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Museology (Q3)";"Arts and Humanities"
3580;21101169016;"Convergencias: Revista de Investigacao e Ensino das Artes";journal;"16469054, 21840180";"Polytechnic Institute of Castelo Branco Higher School of Applied Arts";Yes;Yes;0,131;Q3;1;24;48;593;10;48;0,21;24,71;61,19;0;5;Portugal;Western Europe;"Polytechnic Institute of Castelo Branco Higher School of Applied Arts";"2022-2024";"Arts and Humanities (miscellaneous) (Q3)";"Arts and Humanities"
3581;21100854430;"Futuro del Pasado";journal;"19899289";"Ediciones Universidad de Salamanca";Yes;Yes;0,131;Q3;6;35;51;2389;17;46;0,26;68,26;52,78;0;8;Spain;Western Europe;"Ediciones Universidad de Salamanca";"2017-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
3582;21100314717;"Historia 396";journal;"07197969, 07190719";"Pontificia Universidad Catolica de Valparaiso: Instituto de Historia";Yes;Yes;0,131;Q3;7;22;98;1060;9;97;0,07;48,18;31,03;0;7;Chile;Latin America;"Pontificia Universidad Catolica de Valparaiso: Instituto de Historia";"2011-2024";"History (Q3)";"Arts and Humanities"
3583;21101041535;"Journal of Islamic Ethics";journal;"24685534, 24685542";"Brill Academic Publishers";Yes;Yes;0,131;Q3;5;11;28;433;10;28;0,23;39,36;25,00;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"2017-2019, 2021-2024";"Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities"
3584;21101230391;"Kairos (Croatia)";journal;"18464599, 18482511";"Biblical Institute";Yes;Yes;0,131;Q3;1;13;28;290;1;27;0,00;22,31;8,33;0;1;Croatia;Eastern Europe;"Biblical Institute";"2021-2024";"Religious Studies (Q3)";"Arts and Humanities"
3585;20600195529;"Revista Colombiana de Sociologia";journal;"0120159X, 22565485";"Universidad Nacional de Colombia";Yes;Yes;0,131;Q3;8;12;100;481;13;97;0,14;40,08;40,00;0;3;Colombia;Latin America;"Universidad Nacional de Colombia";"2018-2024";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
3586;19400157126;"Secuencia";journal;"23958464, 01860348";"Instituto de Investigaciones Dr. Jose Maria Luis Mora";Yes;Yes;0,131;Q3;5;22;148;1000;16;147;0,12;45,45;23,81;0;11;Mexico;Latin America;"Instituto de Investigaciones Dr. Jose Maria Luis Mora";"1987, 1989, 2001-2002, 2016-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
3587;20600195014;"Studia Linguistica Universitatis Iagellonicae Cracoviensis";journal;"18971059";"Jagiellonian University Press";Yes;Yes;0,131;Q3;7;16;51;872;9;51;0,24;54,50;31,25;0;0;Poland;Eastern Europe;"Jagiellonian University Press";"2013-2024";"Linguistics and Language (Q3)";"Social Sciences"
3588;21100456703;"Vinculos de Historia";journal;"22546901";"Universidad de CastillaLa Mancha, Departamento de Historia";Yes;Yes;0,131;Q3;8;22;75;1180;14;74;0,20;53,64;27,27;0;6;Spain;Western Europe;"Universidad de CastillaLa Mancha, Departamento de Historia";"2012-2024";"History (Q3)";"Arts and Humanities"
3589;21101125590;"Annales de la Faculte de Droit d'Istanbul";journal;"05789745, 26874113";"Istanbul University Press";Yes;Yes;0,131;Q4;2;24;40;1239;6;40;0,19;51,63;44,00;0;12;Turkey;Middle East;"Istanbul University Press";"2019-2024";"Law (Q4)";"Social Sciences"
3590;21101144886;"Indonesian Journal of Public Health";journal;"25408836, 18297005";"Airlangga University Faculty of Public Health";Yes;Yes;0,131;Q4;4;49;141;1742;54;141;0,41;35,55;62,86;0;33;Indonesia;Asiatic Region;"Airlangga University Faculty of Public Health";"2019-2024";"Epidemiology (Q4); Health Policy (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Social Sciences"
3591;11600154153;"Ingeniare";journal;"07183291, 07183305";"Universidad de Tarapaca";Yes;Yes;0,131;Q4;17;20;173;605;90;165;0,42;30,25;26,53;0;2;Chile;Latin America;"Universidad de Tarapaca";"2008-2024";"Engineering (miscellaneous) (Q4)";"Engineering"
3592;19700186845;"Ingenieria y Universidad";journal;"01232126";"Pontificia Universidad Javeriana";Yes;Yes;0,131;Q4;13;3;49;92;27;47;0,33;30,67;44,44;0;2;Colombia;Latin America;"Pontificia Universidad Javeriana";"2008-2024";"Engineering (miscellaneous) (Q4)";"Engineering"
3593;21101047723;"Journal of Arrhythmology";journal;"15618641, 26587327";"NJSC Institute of Cardiological Technology (INCART)";Yes;Yes;0,131;Q4;5;45;132;1312;41;123;0,36;29,16;53,57;0;12;Russian Federation;Eastern Europe;"NJSC Institute of Cardiological Technology (INCART)";"2019-2024";"Cardiology and Cardiovascular Medicine (Q4); Emergency Medicine (Q4); Pharmacology (medical) (Q4)";"Medicine"
3594;19700186945;"Journal of Urban and Environmental Engineering";journal;"19823932";"Universidade Federal da Paraiba";Yes;Yes;0,131;Q4;21;0;44;0;14;44;0,19;0,00;0,00;0;0;Brazil;Latin America;"Universidade Federal da Paraiba";"2007-2023";"Environmental Engineering (Q4); Urban Studies (Q4)";"Environmental Science; Social Sciences"
3595;21101050072;"Proceedings of the Shevchenko Scientific Society. Medical Sciences";journal;"27088642, 27088634";"Danylo Halytskyi Lviv National Medical University";Yes;Yes;0,131;Q4;5;49;119;1261;46;113;0,44;25,73;56,99;0;19;Ukraine;Eastern Europe;"Danylo Halytskyi Lviv National Medical University";"2019-2024";"Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology"
3596;19264;"Revista Chilena de Neuro-Psiquiatria";journal;"07179227, 00347388";"Sociedad de Neurologia Psiquiatria y Neurocirugia";Yes;Yes;0,131;Q4;18;45;120;1034;32;113;0,21;22,98;34,00;0;12;Chile;Latin America;"Sociedad de Neurologia Psiquiatria y Neurocirugia";"1948, 1974, 1979, 1981-1988, 1997-1998, 2000-2024";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4); Surgery (Q4)";"Medicine"
3597;21100228735;"Aisthesis";journal;"07187181, 05683939";"Pontificia Universidad Catolica de Chile, Facultad de Filosofia, Instituto de Estetica";Yes;Yes;0,130;Q2;5;17;141;557;19;137;0,13;32,76;50,00;0;0;Chile;Latin America;"Pontificia Universidad Catolica de Chile, Facultad de Filosofia, Instituto de Estetica";"2012-2024";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Philosophy (Q3)";"Arts and Humanities"
3598;21101163011;"Arte Nuevo. Revista de Estudios Aureos";journal;"22972692";"Universite de Neuchatel";Yes;Yes;0,130;Q2;3;11;31;358;3;31;0,10;32,55;60,00;0;0;Switzerland;Western Europe;"Universite de Neuchatel";"2019-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
3599;21101124745;"Humanidades";journal;"15105024, 23011629";"Universidad de Montevideo";Yes;Yes;0,130;Q2;2;17;57;432;8;50;0,11;25,41;71,43;0;3;Uruguay;Latin America;"Universidad de Montevideo";"2019-2024";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); History (Q3); Philosophy (Q3); History and Philosophy of Science (Q4)";"Arts and Humanities"
3600;21101216641;"Impossibilia";journal;"21742464";"Universidad de Granada";Yes;Yes;0,130;Q2;3;28;60;831;16;55;0,26;29,68;68,18;0;8;Spain;Western Europe;"Universidad de Granada";"2020-2024";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
3601;21101180709;"Austral Comunicacion";journal;"23139129, 23139137";"Austral University, Faculty of Communication";Yes;Yes;0,130;Q3;2;6;11;347;5;11;0,45;57,83;56,25;0;0;Argentina;Latin America;"Austral University, Faculty of Communication";"2023-2025";"Linguistics and Language (Q3); Communication (Q4); Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Information Systems (Q4); Speech and Hearing (Q4)";"Computer Science; Engineering; Health Professions; Social Sciences"
3602;21100857857;"Cumhuriyet Ilahiyat Dergisi";journal;"25289861, 2528987X";"Cumhuriyet University";Yes;Yes;0,130;Q3;5;5;146;167;19;141;0,16;33,40;33,33;0;0;Turkey;Middle East;"Cumhuriyet University";"2016-2024";"Philosophy (Q3); Religious Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
3603;77201;"Etnografia Polska";journal;"00711861";"Polska Akademia Nauk";Yes;Yes;0,130;Q3;5;11;39;416;12;34;0,33;37,82;72,73;0;1;Poland;Eastern Europe;"Polska Akademia Nauk";"1983, 2001, 2011-2024";"Anthropology (Q3); Cultural Studies (Q3)";"Social Sciences"
3604;21100802704;"Revista de Filosofia (Spain)";journal;"00348244, 1988284X";"Universidad Complutense Madrid";Yes;Yes;0,130;Q3;6;37;81;1194;10;81;0,11;32,27;23,68;0;3;Spain;Western Europe;"Universidad Complutense Madrid";"2011-2024";"Philosophy (Q3)";"Arts and Humanities"
3605;21101152535;"Revista Espanola de Derecho Canonico";journal;"26609541, 00349372";"Universidad Pontificia de Salamanca, Servicio de Publicaciones";Yes;Yes;0,130;Q3;3;19;57;602;4;54;0,04;31,68;23,08;0;3;Spain;Western Europe;"Universidad Pontificia de Salamanca, Servicio de Publicaciones";"2019-2024";"Religious Studies (Q3); Law (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
3606;5800210325;"Sendebar";journal;"11305509";"Universidad de Granada";Yes;Yes;0,130;Q3;9;14;42;569;11;42;0,30;40,64;53,85;0;1;Spain;Western Europe;"Universidad de Granada";"2011-2024";"Linguistics and Language (Q3)";"Social Sciences"
3607;21101200234;"Cardiologia Hungarica";journal;"01335596, 15880230";"Promenade Publishing House Kft";Yes;Yes;0,130;Q4;4;67;180;1664;52;167;0,32;24,84;21,43;0;27;Hungary;Eastern Europe;"Promenade Publishing House Kft";"2020-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
3608;21101247341;"Childhood Kidney Diseases";journal;"23840242, 23840250";"Korean Society of Pediatric Nephrology";Yes;Yes;0,130;Q4;4;20;58;667;14;57;0,20;33,35;60,98;0;8;South Korea;Asiatic Region;"Korean Society of Pediatric Nephrology";"2020-2024";"Nephrology (Q4); Pediatrics, Perinatology and Child Health (Q4); Transplantation (Q4); Urology (Q4)";"Medicine"
3609;19500157818;"Cuadernos de Desarrollo Rural";journal;"01221450, 22157727";"Pontificia Universidad Javeriana";Yes;Yes;0,130;Q4;15;3;33;133;18;33;0,42;44,33;42,86;0;3;Colombia;Latin America;"Pontificia Universidad Javeriana";"2008-2024";"Agronomy and Crop Science (Q4); Economics and Econometrics (Q4); Geography, Planning and Development (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
3610;21101021442;"Derecho Animal";journal;"24627518";"Universitat Autonoma de Barcelona";Yes;Yes;0,130;Q4;7;0;36;0;12;35;0,40;0,00;0,00;0;0;Spain;Western Europe;"Universitat Autonoma de Barcelona";"2019-2023";"Animal Science and Zoology (Q4); Law (Q4); Veterinary (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Social Sciences; Veterinary"
3611;20000195095;"Meta: Avaliacao";journal;"21752753";"Fundacao Cesgranrio";Yes;Yes;0,130;Q4;7;46;133;1472;26;133;0,17;32,00;50,00;0;15;Brazil;Latin America;"Fundacao Cesgranrio";"2009-2024";"Education (Q4)";"Social Sciences"
3612;19200157102;"Revista de la Facultad de Agronomia";journal;"24779407, 03787818";"Universidad del Zulia";Yes;Yes;0,130;Q4;10;44;162;1211;43;159;0,25;27,52;36,62;0;11;Venezuela;Latin America;"Universidad del Zulia";"2008-2025";"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Food Science (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences"
3613;21101165612;"Revista Medica Electronica";journal;"16841824";"Editorial Ciencias Medicas";Yes;Yes;0,130;Q4;5;136;308;2715;47;274;0,20;19,96;59,12;0;53;Cuba;Latin America;"Editorial Ciencias Medicas";"2019-2025";"Dentistry (miscellaneous) (Q4); Health Professions (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Dentistry; Health Professions; Medicine"
3614;21101021219;"Revista Pesquisa em Fisioterapia";journal;"22382704";"BAHIANA - School of Medicine and Public Health";Yes;Yes;0,130;Q4;4;22;146;585;31;138;0,25;26,59;65,00;0;3;Brazil;Latin America;"BAHIANA - School of Medicine and Public Health";"2019-2024";"Occupational Therapy (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)";"Health Professions; Medicine"
3615;21100810444;"Telfor Journal";journal;"23349905, 18213251";"Academic Mind";Yes;Yes;0,130;Q4;10;6;41;144;14;41;0,42;24,00;18,75;0;3;Serbia;Eastern Europe;"Academic Mind";"2016-2024";"Computer Networks and Communications (Q4); Media Technology (Q4); Radiation (Q4); Signal Processing (Q4); Software (Q4)";"Computer Science; Engineering; Physics and Astronomy"
3616;21100264819;"Vniversitas";journal;"00419060, 20111711";"Pontificia Universidad Javeriana";Yes;Yes;0,130;Q4;6;17;61;1555;6;60;0,07;91,47;42,86;0;8;Colombia;Latin America;"Pontificia Universidad Javeriana";"2012-2024";"Law (Q4)";"Social Sciences"
3617;21100933896;"De Medio Aevo";journal;"22555889";"Universidad Complutense Madrid";Yes;Yes;0,129;Q2;3;29;85;2138;15;79;0,17;73,72;29,73;0;2;Spain;Western Europe;"Universidad Complutense Madrid";"2019-2024";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
3618;21100386856;"Romanica Cracoviensia";journal;"20843917, 17328705";"Jagiellonian University Press";Yes;Yes;0,129;Q2;2;46;140;988;10;140;0,06;21,48;77,55;0;3;Poland;Eastern Europe;"Jagiellonian University Press";"2014-2024";"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
3619;21101199381;"Journal of Philosophy in Schools";journal;"22042482";"University of Birmingham Library Services";Yes;Yes;0,129;Q3;4;16;33;499;8;28;0,19;31,19;63,16;0;1;United Kingdom;Western Europe;"University of Birmingham Library Services";"2020-2024";"Philosophy (Q3); Education (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
3620;21100814511;"Revista Portuguesa de Historia";journal;"08704147, 21833796";"Universidade de Coimbra, Instituto de Historia Economica e social";Yes;Yes;0,129;Q3;4;0;44;0;10;40;0,32;0,00;0,00;0;0;Portugal;Western Europe;"Universidade de Coimbra, Instituto de Historia Economica e social";"2016-2023";"History (Q3)";"Arts and Humanities"
3621;21100202129;"Tonos Digital";journal;"15776921";"Universidad de Murcia Servicio de Publicaciones";Yes;Yes;0,129;Q3;6;0;115;0;13;115;0,06;0,00;0,00;0;0;Spain;Western Europe;"Universidad de Murcia Servicio de Publicaciones";"2011-2022";"Linguistics and Language (Q3)";"Social Sciences"
3622;10300153373;"Agroalimentaria";journal;"13160354";"Centro de Investigaciones Agroalimentarias (CIAAL)";Yes;Yes;0,129;Q4;9;17;60;739;11;52;0,16;43,47;52,94;0;13;Venezuela;Latin America;"Centro de Investigaciones Agroalimentarias (CIAAL)";"2007-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4); Food Science (Q4); Social Sciences (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
3623;5200152838;"AMHA - Acta Medico-Historica Adriatica";journal;"13344366";"Croatian Scientific Society for the History of Health";Yes;Yes;0,129;Q4;12;8;60;472;9;57;0,16;59,00;50,00;0;0;Croatia;Eastern Europe;"Croatian Scientific Society for the History of Health";"2006-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
3624;21101048988;"Ankara Medical Journal";journal;"13032283, 21484570";"Ankara Yildirim Beyazit University";Yes;Yes;0,129;Q4;7;36;151;884;34;151;0,26;24,56;72,45;0;16;Turkey;Middle East;"Ankara Yildirim Beyazit University";"2019-2024";"Family Practice (Q4); Health Policy (Q4); Health (social science) (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Social Sciences"
3625;21101234843;"An-Najah University Journal for Research - A (Natural Sciences)";journal;"23118865, 17272114";"An-Najah National University";Yes;Yes;0,129;Q4;3;20;29;553;11;29;0,43;27,65;20,37;0;15;Palestine;Middle East;"An-Najah National University";"2020-2025";"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Architecture (Q4); Industrial and Manufacturing Engineering (Q4)";"Agricultural and Biological Sciences; Engineering"
3626;21100239850;"Bulletin de l'Institut Scientifique, Section Sciences de la Terre";journal;"11146834";"Universite Mohammed V de Rabat - Institut Scientifique";Yes;Yes;0,129;Q4;10;4;24;246;8;24;0,39;61,50;14,29;0;2;Morocco;Africa;"Universite Mohammed V de Rabat - Institut Scientifique";"2012-2024";"Earth and Planetary Sciences (miscellaneous) (Q4)";"Earth and Planetary Sciences"
3627;21101183489;"Epidemiology and Health System Journal";journal;"29807891";"Shahrekord University of Medical Sciences";Yes;Yes;0,129;Q4;2;24;32;830;8;29;0,25;34,58;40,24;0;16;Iran;Middle East;"Shahrekord University of Medical Sciences";"2023-2024";"Epidemiology (Q4)";"Medicine"
3628;21101057379;"International Comparative Jurisprudence";journal;"23516674";"Mykolo Romerio Universitetas";Yes;Yes;0,129;Q4;3;19;48;1073;23;48;0,48;56,47;45,45;0;13;Lithuania;Eastern Europe;"Mykolo Romerio Universitetas";"2019-2024";"Law (Q4)";"Social Sciences"
3629;21101183468;"Journal of Clinical Practice";journal;"26188627, 22203095";"Eco-Vector LLC";Yes;Yes;0,129;Q4;9;50;146;1722;51;146;0,27;34,44;48,48;0;21;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2019-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
3630;21101176845;"Journal of Engineering and Technology for Industrial Applications";journal;"24470228";"Galileo Institute of Technology and Education of the Amazon (ITEGAM)";Yes;Yes;0,129;Q4;7;122;115;3346;57;115;0,35;27,43;26,99;0;46;Brazil;Latin America;"Galileo Institute of Technology and Education of the Amazon (ITEGAM)";"2019-2025";"Artificial Intelligence (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4)";"Computer Science; Engineering"
3631;130011;"Journal of Medical Sciences (Taiwan)";journal;"10114564";"Wolters Kluwer Medknow Publications";Yes;Yes;0,129;Q4;14;58;176;950;31;153;0,16;16,38;34,44;0;25;Taiwan;Asiatic Region;"Wolters Kluwer Medknow Publications";"1963, 2005-2025";"Medicine (miscellaneous) (Q4)";"Medicine"
3632;21101082212;"Journal of Research in Clinical Medicine";journal;"27170616";"Tabriz University of Medical Sciences";Yes;Yes;0,129;Q4;5;41;108;1294;30;103;0,32;31,56;41,94;0;20;Iran;Middle East;"Tabriz University of Medical Sciences";"2020-2025";"Anesthesiology and Pain Medicine (Q4); Critical Care and Intensive Care Medicine (Q4); Emergency Medicine (Q4); Geriatrics and Gerontology (Q4); Internal Medicine (Q4); Medicine (miscellaneous) (Q4)";"Medicine"
