Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
486;21100812850;"European Journal of Taxonomy";journal;"21189773";"Museum National d'Histoire Naturelle";Yes;Yes;0,564;Q2;29;170;547;10283;731;546;1,36;60,49;28,18;0;6;France;Western Europe;"Museum National d'Histoire Naturelle";"2015-2025";"Ecology, Evolution, Behavior and Systematics (Q2)";"Agricultural and Biological Sciences"
487;21101020045;"Integrative Medicine Research";journal;"22134239, 22134220";"Korea Institute of Oriental Medicine";Yes;Yes;0,564;Q2;20;48;196;2476;508;170;3,04;51,58;46,47;1;10;South Korea;Asiatic Region;"Korea Institute of Oriental Medicine";"2018, 2020-2025";"Complementary and Alternative Medicine (Q2)";"Medicine"
488;11900154359;"European Journal of Transport and Infrastructure Research";journal;"15677141, 15677133";"TU Delft";Yes;Yes;0,563;Q2;35;12;52;517;124;50;2,10;43,08;22,45;2;8;Netherlands;Western Europe;"TU Delft";"2008-2025";"Geography, Planning and Development (Q2); Transportation (Q2); Urban Studies (Q2)";"Social Sciences"
489;21101196749;"Solar Energy and Sustainable Development";journal;"24119636, 24146013";"Libyan Center for Solar Energy Research and Studies";Yes;Yes;0,563;Q2;6;31;10;1550;48;10;4,80;50,00;11,39;0;30;Libya;Africa;"Libyan Center for Solar Energy Research and Studies";"2023-2025";"Environmental Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science"
490;21100936546;"Chinese Neurosurgical Journal";journal;"20574967";"BioMed Central Ltd";Yes;Yes;0,562;Q2;16;32;132;1073;238;127;1,91;33,53;32,91;0;5;United Kingdom;Western Europe;"BioMed Central Ltd";"2015-2025";"Surgery (Q2); Neurology (Q3); Neurology (clinical) (Q3)";"Medicine; Neuroscience"
491;21100836333;"Matematychni Studii";journal;"10274634, 24110620";"VNTL Publishers";Yes;Yes;0,562;Q2;14;44;132;785;112;132;0,90;17,84;44,23;0;0;Ukraine;Eastern Europe;"VNTL Publishers";"2017-2024";"Mathematics (miscellaneous) (Q2)";"Mathematics"
492;6100153013;"Journal of the Egyptian National Cancer Institute";journal;"11100362, 25890409";"Springer Science and Business Media Deutschland GmbH";Yes;Yes;0,561;Q3;30;44;141;1848;273;139;1,71;42,00;43,42;0;41;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2005-2009, 2011-2025";"Cancer Research (Q3); Oncology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine"
493;21100200809;"Middle East Current Psychiatry";journal;"20905408, 20905416";"Lippincott Williams and Wilkins Ltd.";Yes;Yes;0,561;Q3;21;99;306;4334;570;299;1,70;43,78;56,71;0;33;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2011-2025";"Psychiatry and Mental Health (Q3)";"Medicine"
494;21101147603;"Mazahib Jurnal Pemikiran Hukum Islam";journal;"18299067, 24606588";"Faculty of Sharia, Sultan Aji Muhammad Idris State Islamic University";Yes;Yes;0,560;Q1;5;20;37;1015;62;37;1,92;50,75;22,86;0;11;Indonesia;Asiatic Region;"Faculty of Sharia, Sultan Aji Muhammad Idris State Islamic University";"2019-2024";"Law (Q1); Political Science and International Relations (Q1); Religious Studies (Q1)";"Arts and Humanities; Social Sciences"
495;21101258752;"International Journal of Industrial Engineering and Operations Management";journal;"26906090, 26906104";"Emerald Publishing";Yes;Yes;0,560;Q2;6;17;18;1127;84;17;4,67;66,29;34,55;0;11;United Kingdom;Western Europe;"Emerald Publishing";"2022-2025";"Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q2); Safety, Risk, Reliability and Quality (Q2); Statistics, Probability and Uncertainty (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Decision Sciences; Energy; Engineering"
496;12709;"Information Technology and Libraries";journal;"07309295, 21635226";"American Library Association";Yes;Yes;0,559;Q1;41;31;101;760;157;80;1,23;24,52;52,31;0;7;United States;Northern America;"American Library Association";"1971-1974, 1988-2024";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
497;21100900059;"Teaching and Learning Inquiry";journal;"21674787";"University of Calgary Press";Yes;Yes;0,559;Q2;23;31;104;1392;201;100;1,59;44,90;74,16;0;10;Canada;Northern America;"University of Calgary Press";"2013-2025";"Education (Q2)";"Social Sciences"
498;21100200407;"Arqueologia";journal;"18538126, 03275159";"University of Buenos Aires";Yes;Yes;0,558;Q1;12;30;91;1591;64;85;0,71;53,03;49,37;0;5;Argentina;Latin America;"University of Buenos Aires";"2011-2025";"Archeology (Q1); Archeology (arts and humanities) (Q1)";"Arts and Humanities; Social Sciences"
499;19900191915;"Intersecciones en Antropologia";journal;"16662105, 1850373X";"Universidad Nacional del Centro de la Provincia de Buenos Aires";Yes;Yes;0,558;Q1;17;16;57;1182;54;57;0,68;73,88;69,23;0;4;Argentina;Latin America;"Universidad Nacional del Centro de la Provincia de Buenos Aires";"2010-2024";"Anthropology (Q1)";"Social Sciences"
500;5800208127;"Catalan Journal of Linguistics";journal;"16956885";"Universitat Autonoma de Barcelona";Yes;Yes;0,557;Q1;24;0;28;0;23;24;0,80;0,00;0,00;0;0;Spain;Western Europe;"Universitat Autonoma de Barcelona";"2002-2023";"Linguistics and Language (Q1)";"Social Sciences"
501;21100876927;"Oeno One";journal;"24941271";"International Viticulture and Enology Society";Yes;Yes;0,556;Q1;31;77;287;4359;734;287;2,26;56,61;45,41;0;24;France;Western Europe;"International Viticulture and Enology Society";"2016-2025";"Horticulture (Q1); Food Science (Q2)";"Agricultural and Biological Sciences"
502;21100317204;"Gynecology and Minimally Invasive Therapy";journal;"22133089, 22133070";"Wolters Kluwer Medknow Publications";Yes;Yes;0,554;Q2;21;57;167;1230;222;146;1,32;21,58;40,70;0;18;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2012-2024";"Obstetrics and Gynecology (Q2)";"Medicine"
503;21100900143;"Journal of Social Ontology";journal;"21969663";"University of Vienna";Yes;Yes;0,549;Q1;14;20;30;515;56;30;0,36;25,75;33,33;0;1;Australia;Pacific Region;"University of Vienna";"2015-2024";"Anthropology (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Linguistics and Language (Q1); Philosophy (Q1); Communication (Q2); Social Psychology (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Psychology; Social Sciences"
504;21100943572;"Journal of the Canadian Health Libraries Association";journal;"17086892";"Canadian Health Libraries Association";Yes;Yes;0,548;Q1;7;14;32;288;38;24;1,21;20,57;91,18;0;1;Canada;Northern America;"Canadian Health Libraries Association";"2018-2024";"Library and Information Sciences (Q1); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
505;21100400829;"Mires and Peat";journal;"1819754X";"The International Mire Conservation Group (IMCG)";Yes;Yes;0,548;Q2;26;35;88;2399;156;87;1,55;68,54;37,04;0;24;Germany;Western Europe;"The International Mire Conservation Group (IMCG)";"2015-2024";"Aquatic Science (Q2); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Nature and Landscape Conservation (Q2); Soil Science (Q2)";"Agricultural and Biological Sciences; Environmental Science"
506;14174;"Molecular Vision";journal;"10900535";"Molecular Vision";Yes;Yes;0,548;Q2;108;43;141;1900;259;141;1,41;44,19;46,53;0;7;United States;Northern America;"Molecular Vision";"1995-2025";"Ophthalmology (Q2)";"Medicine"
507;21100860440;"Journal of Specialised Translation";journal;"1740357X";"University of Roehampto";Yes;Yes;0,546;Q1;41;30;79;1028;101;72;1,31;34,27;65,96;0;6;United Kingdom;Western Europe;"University of Roehampto";"2004-2025";"Linguistics and Language (Q1)";"Social Sciences"
508;19900193844;"Arab Journal of Urology";journal;"2090598X, 20905998";"Taylor and Francis Ltd.";Yes;Yes;0,546;Q2;34;56;132;1659;244;122;1,24;29,63;13,06;0;12;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2025";"Urology (Q2)";"Medicine"
509;19700180503;"Discussiones Mathematicae - Graph Theory";journal;"20835892, 12343099";"University of Zielona Gora";Yes;Yes;0,545;Q2;23;73;215;1423;180;214;1,05;19,49;33,33;0;0;Poland;Eastern Europe;"University of Zielona Gora";"2009-2025";"Applied Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2)";"Mathematics"
510;21101210876;"Journal for Labour Market Research";journal;"25105027, 25105019";"Springer Nature";Yes;Yes;0,545;Q2;30;27;74;1477;165;74;1,85;54,70;47,92;2;24;Germany;Western Europe;"Springer Nature";"2013-2025";"Economics and Econometrics (Q2); Industrial Relations (Q2); Organizational Behavior and Human Resource Management (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
511;21100857954;"Journal of Daylighting";journal;"23838701";"Solarlits";Yes;Yes;0,545;Q2;17;23;51;1249;146;51;2,55;54,30;46,55;0;12;Pakistan;Asiatic Region;"Solarlits";"2014-2025";"Energy (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Energy"
512;21101149929;"Therapeutic Advances in Rare Disease";journal;"26330040";"SAGE Publications Ltd";Yes;Yes;0,545;Q2;8;35;47;1188;108;45;2,29;33,94;65,15;0;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"2020-2025";"Internal Medicine (Q2)";"Medicine"
513;21100898619;"International Journal for Research in Vocational Education and Training";journal;"21978646, 21978638";"European Research Network Vocational Education and Training";Yes;Yes;0,544;Q2;18;18;55;1174;119;55;1,84;65,22;47,37;0;15;Germany;Western Europe;"European Research Network Vocational Education and Training";"2014-2025";"Education (Q2)";"Social Sciences"
514;12734;"Issues in Educational Research";journal;"03137155, 18376290";"Western Australian Institute for Educational Research Inc.";Yes;Yes;0,544;Q2;36;91;246;4471;502;231;1,78;49,13;62,44;0;31;Australia;Pacific Region;"Western Australian Institute for Educational Research Inc.";"2002-2024";"Education (Q2)";"Social Sciences"
515;21100937441;"Vestnik Archeologii, Antropologii i Etnografii";journal;"18117465, 20710437";"Tyumen Scientific Centre of Siberian Branch of the Russian Academy of Sciences";Yes;Yes;0,543;Q1;7;74;223;2467;94;223;0,42;33,34;51,41;0;19;Russian Federation;Eastern Europe;"Tyumen Scientific Centre of Siberian Branch of the Russian Academy of Sciences";"2019-2024";"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1)";"Arts and Humanities; Social Sciences"
516;21100826373;"Music Theory Online";journal;"10673040";"Society for Music Theory";Yes;Yes;0,542;Q1;11;23;115;2434;81;114;0,63;105,83;35,48;0;0;United States;Northern America;"Society for Music Theory";"2017-2024";"Music (Q1)";"Arts and Humanities"
517;21100238633;"BioImpacts";journal;"22285652, 22285660";"Tabriz University of Medical Sciences";Yes;Yes;0,542;Q2;48;43;144;3092;387;140;2,62;71,91;43,46;0;24;Iran;Middle East;"Tabriz University of Medical Sciences";"2011-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Pharmaceutical Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
518;21101045763;"Journal of Media Literacy Education";journal;"21678715";"National Association for Media Literacy Education";Yes;Yes;0,542;Q2;15;27;90;1435;216;90;2,59;53,15;56,45;0;8;United States;Northern America;"National Association for Media Literacy Education";"2019-2024";"Communication (Q2); Education (Q2)";"Social Sciences"
519;21100840020;"Perspectives on Terrorism";journal;"23343745";"International Centre for Counter-Terrorism (ICCT)";Yes;Yes;0,541;Q1;23;34;171;5696;253;169;1,27;167,53;44,93;0;18;United States;Northern America;"International Centre for Counter-Terrorism (ICCT)";"2017-2024";"Law (Q1); Political Science and International Relations (Q2); Safety Research (Q2)";"Social Sciences"
520;21101041553;"Tourism and Management Studies";journal;"21828466, 21828458";"University of Algarve";Yes;Yes;0,541;Q1;14;30;51;2341;275;51;4,85;78,03;55,56;0;12;Portugal;Western Europe;"University of Algarve";"2019-2025";"Cultural Studies (Q1); Business, Management and Accounting (miscellaneous) (Q2); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
521;21101049680;"Extracta Mathematicae";journal;"26055686";"Instituto de Matematicas de la Universidad de Extremadura (IMUEX)";Yes;Yes;0,541;Q2;5;13;36;366;30;36;1,08;28,15;20,00;0;0;Spain;Western Europe;"Instituto de Matematicas de la Universidad de Extremadura (IMUEX)";"2019-2024";"Algebra and Number Theory (Q2); Analysis (Q2); Geometry and Topology (Q2); Mathematics (miscellaneous) (Q2)";"Mathematics"
522;21101043232;"Journal of Psychedelic Studies";journal;"25599283";"Akademiai Kiado";Yes;Yes;0,540;Q1;14;42;78;2426;193;78;2,18;57,76;35,00;1;8;Hungary;Eastern Europe;"Akademiai Kiado";"2019-2025";"Anthropology (Q1); Clinical Psychology (Q2); Health (social science) (Q2); Pharmacology (medical) (Q3); Psychiatry and Mental Health (Q3); Social Psychology (Q3); Biological Psychiatry (Q4)";"Medicine; Neuroscience; Psychology; Social Sciences"
523;21101071063;"Revista de Gestao";journal;"18092276, 21778736";"Emerald Group Publishing Ltd.";Yes;Yes;0,540;Q2;20;28;78;1153;278;72;3,69;41,18;28,79;0;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2018-2025";"Business and International Management (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Marketing (Q3)";"Business, Management and Accounting"
524;21100199534;"Teoria de la Educacion";journal;"11303743, 23865660";"Universidad de Salamanca, Facultad de EducaciOn";Yes;Yes;0,539;Q1;19;21;70;1110;151;70;2,24;52,86;48,65;0;9;Spain;Western Europe;"Universidad de Salamanca, Facultad de EducaciOn";"2008-2025";"Philosophy (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
525;12474;"Journal of Engineering and Applied Science";journal;"11101903, 25369512";"";Yes;Yes;0,539;Q2;21;228;322;9020;1147;322;3,49;39,56;28,35;0;84;Germany;Western Europe;"";"1996-2025";"Engineering (miscellaneous) (Q2)";"Engineering"
526;12600154735;"Pediatrics and Neonatology";journal;"18759572, 22121692";"Elsevier (Singapore) Pte Ltd";Yes;Yes;0,538;Q2;55;184;440;3999;596;312;1,20;21,73;43,61;0;53;Singapore;Asiatic Region;"Elsevier (Singapore) Pte Ltd";"2008-2025";"Pediatrics, Perinatology and Child Health (Q2)";"Medicine"
527;21100837463;"Dianli Jianshe/Electric Power Construction";journal;"10007229";"State Power Economic Research Institute";Yes;Yes;0,537;Q2;25;166;398;5961;1218;398;3,48;35,91;33,92;0;106;China;Asiatic Region;"State Power Economic Research Institute";"2017-2024";"Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Engineering"
528;21100972600;"Technology Innovation Management Review";journal;"19270321";"Carleton University";Yes;Yes;0,537;Q2;25;0;64;0;197;50;6,25;0,00;0,00;0;0;Canada;Northern America;"Carleton University";"2019-2022";"Computer Science Applications (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Computer Science"
529;21101094860;"Journal of Caring Sciences";journal;"22519920";"Tabriz University of Medical Sciences";Yes;Yes;0,536;Q1;16;36;94;1289;208;92;2,12;35,81;60,68;0;19;Iran;Middle East;"Tabriz University of Medical Sciences";"2019-2024";"Health Professions (miscellaneous) (Q1); Medicine (miscellaneous) (Q2); Nursing (miscellaneous) (Q2)";"Health Professions; Medicine; Nursing"
530;21101185306;"Journal of Audiovisual Translation";journal;"26179148";"European Association for Studies in Screen Translation";Yes;Yes;0,535;Q1;11;23;60;1038;101;58;1,41;45,13;64,86;0;6;United Kingdom;Western Europe;"European Association for Studies in Screen Translation";"2019-2024";"Linguistics and Language (Q1)";"Social Sciences"
531;13000154710;"Tropical Plant Pathology";journal;"19825676, 19832052";"Springer Science and Business Media Deutschland GmbH";Yes;Yes;0,534;Q2;37;81;213;4845;472;212;2,25;59,81;40,77;0;27;Switzerland;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2008-2025";"Agronomy and Crop Science (Q2); Plant Science (Q2)";"Agricultural and Biological Sciences"
532;21100875599;"Turkish Journal of Emergency Medicine";journal;"24522473";"Wolters Kluwer Medknow Publications";Yes;Yes;0,534;Q2;23;37;118;1000;233;117;2,29;27,03;26,19;0;13;Turkey;Middle East;"Wolters Kluwer Medknow Publications";"2015-2024";"Critical Care and Intensive Care Medicine (Q2); Emergency Medicine (Q2)";"Medicine"
533;21101042482;"Environmental Humanities";journal;"22011919";"Duke University Press";Yes;Yes;0,533;Q1;20;52;120;2428;219;115;1,82;46,69;50,00;0;15;United States;Northern America;"Duke University Press";"2012-2024";"Anthropology (Q1); Ecology (Q2); Environmental Science (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2)";"Environmental Science; Social Sciences"
534;21100916532;"International Journal of Telerehabilitation";journal;"19452020";"Hawaii Pacific University Library";Yes;Yes;0,533;Q2;17;18;62;816;166;57;2,22;45,33;66,67;0;5;United States;Northern America;"Hawaii Pacific University Library";"2019-2025";"Computer Science Applications (Q2); Rehabilitation (Q2); Health Informatics (Q3); Health Information Management (Q3)";"Computer Science; Health Professions; Medicine"
535;21101071824;"Indian Dermatology Online Journal";journal;"22295178, 22495673";"Wolters Kluwer Medknow Publications";Yes;Yes;0,532;Q2;24;172;680;1949;688;390;0,89;11,33;47,46;0;26;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2019-2024";"Dermatology (Q2); Immunology and Allergy (Q3); Infectious Diseases (Q3); Microbiology (medical) (Q3)";"Medicine"
536;21101197187;"Canadian Journal of Applied Linguistics";journal;"19201818";"Carleton University";Yes;Yes;0,531;Q2;7;15;67;764;82;60;1,09;50,93;62,96;0;3;Canada;Northern America;"Carleton University";"2020-2024";"Education (Q2)";"Social Sciences"
537;19600157211;"IForest";journal;"19717458";"SISEF - Italian Society of Silviculture and Forest Ecology";Yes;Yes;0,528;Q1;41;38;174;2313;401;174;1,98;60,87;31,52;1;26;Italy;Western Europe;"SISEF - Italian Society of Silviculture and Forest Ecology";"2008-2024";"Forestry (Q1); Ecology (Q2); Nature and Landscape Conservation (Q2)";"Agricultural and Biological Sciences; Environmental Science"
538;21101046167;"Journal of Cultural Analytics";journal;"23714549";"Department of Languages, Literatures, and Cultures, McGill University";Yes;Yes;0,528;Q1;12;27;69;1008;103;68;1,11;37,33;56,86;1;2;Canada;Northern America;"Department of Languages, Literatures, and Cultures, McGill University";"2019-2024";"Arts and Humanities (miscellaneous) (Q1); History (Q1); Literature and Literary Theory (Q1); Computer Science (miscellaneous) (Q2)";"Arts and Humanities; Computer Science"
539;8100153107;"Magallania";journal;"07180209, 07182244";"Universidad de Magallanes";Yes;Yes;0,528;Q2;23;10;38;630;27;38;0,72;63,00;44,00;0;1;Chile;Latin America;"Universidad de Magallanes";"2007-2024";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
540;26349;"Geologica Carpathica";journal;"13368052, 13350552";"The Earth Science Institute of SAS";Yes;Yes;0,526;Q2;49;24;91;2076;153;91;1,69;86,50;25,71;0;2;Slovakia;Eastern Europe;"The Earth Science Institute of SAS";"1991-2024";"Geology (Q2)";"Earth and Planetary Sciences"
541;21100872043;"Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil";journal;"22379622, 16794974";"Secretaria de Vigilancia em Saude do Ministerio da Saude";Yes;Yes;0,525;Q1;32;80;283;1876;413;254;1,54;23,45;64,50;0;53;Brazil;Latin America;"Secretaria de Vigilancia em Saude do Ministerio da Saude";"2016-2025";"Multidisciplinary (Q1); Epidemiology (Q3); Medicine (miscellaneous) (Q3)";"Medicine; Multidisciplinary"
542;21100326094;"Studies in Chinese Linguistics";journal;"10171274";"T.T. Ng Chinese Language Research Centre";Yes;Yes;0,525;Q1;8;0;15;0;15;15;1,44;0,00;0,00;0;0;China;Asiatic Region;"T.T. Ng Chinese Language Research Centre";"2014-2023";"Linguistics and Language (Q1)";"Social Sciences"
543;21100258618;"Comparative Population Studies";journal;"18698980, 18698999";"Federal Institute for Population Research (Bundesinstitut fur Bevolkerungsforschung, BiB)";Yes;Yes;0,525;Q2;23;10;67;740;108;64;1,47;74,00;85,00;0;6;Germany;Western Europe;"Federal Institute for Population Research (Bundesinstitut fur Bevolkerungsforschung, BiB)";"2010-2011, 2013-2025";"Demography (Q2)";"Social Sciences"
544;21100205990;"Opuscula Mathematica";journal;"23006919, 12329274";"Akademia Gorniczo-Hutnicza im. S. Staszica w Krakowie.";Yes;Yes;0,525;Q2;22;42;124;999;191;124;1,93;23,79;17,07;0;0;Poland;Eastern Europe;"Akademia Gorniczo-Hutnicza im. S. Staszica w Krakowie.";"2012-2025";"Mathematics (miscellaneous) (Q2)";"Mathematics"
545;21101192900;"Zoonoses (Ireland)";journal;"27377474, 27377466";"Compuscript Ltd";Yes;Yes;0,525;Q2;11;37;101;1804;203;91;1,95;48,76;42,18;0;19;Ireland;Western Europe;"Compuscript Ltd";"2021-2025";"Veterinary (miscellaneous) (Q2); Infectious Diseases (Q3)";"Medicine; Veterinary"
546;19900191944;"OCNOS";journal;"1885446X";"Universidad de Castilla la Mancha";Yes;Yes;0,524;Q1;17;20;68;823;82;67;0,90;41,15;73,33;0;6;Spain;Western Europe;"Universidad de Castilla la Mancha";"2009-2025";"Literature and Literary Theory (Q1); Education (Q2); Social Psychology (Q3)";"Arts and Humanities; Psychology; Social Sciences"
547;21101133331;"Journal of Librarianship and Scholarly Communication";journal;"21623309";"Iowa State University Digital Press";Yes;Yes;0,524;Q2;7;17;44;586;47;44;1,24;34,47;72,22;1;2;United States;Northern America;"Iowa State University Digital Press";"2019-2025";"Communication (Q2); Library and Information Sciences (Q2)";"Social Sciences"
548;58834;"Schmalenbach Journal of Business Research";journal;"23666153, 03412687";"Springer Gabler";Yes;Yes;0,524;Q2;37;26;59;2195;171;55;2,89;84,42;25,93;0;6;Germany;Western Europe;"Springer Gabler";"1976, 2016-2025";"Business, Management and Accounting (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
549;19700181203;"KONA Powder and Particle Journal";journal;"02884534, 21875537";"Hosokawa Powder Technology Foundation";Yes;Yes;0,523;Q2;47;18;56;1459;180;52;3,53;81,06;19,23;0;5;Japan;Asiatic Region;"Hosokawa Powder Technology Foundation";"1983-2025";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Engineering (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2)";"Chemical Engineering; Chemistry; Engineering; Materials Science"
550;21100925697;"Spine Surgery and Related Research";journal;"2432261X";"Japanese Society for Spine Surgery and Related Research";Yes;Yes;0,523;Q2;21;89;277;2651;410;245;1,52;29,79;11,13;0;11;Japan;Asiatic Region;"Japanese Society for Spine Surgery and Related Research";"2017-2025";"Orthopedics and Sports Medicine (Q2); Surgery (Q2); Neurology (clinical) (Q3)";"Medicine"
551;21100911066;"Communication and the Public";journal;"20570481";"SAGE Publications Inc.";Yes;Yes;0,522;Q2;20;60;46;2975;94;45;1,73;49,58;47,37;0;20;United Kingdom;Western Europe;"SAGE Publications Inc.";"2016-2025";"Communication (Q2)";"Social Sciences"
552;15602;"Electronic Journal of Biotechnology";journal;"07173458";"Pontificia Universidad Catolica de Valparaiso";Yes;Yes;0,522;Q3;76;35;156;1659;500;156;2,97;47,40;41,24;0;12;Chile;Latin America;"Pontificia Universidad Catolica de Valparaiso";"1998-2025";"Applied Microbiology and Biotechnology (Q3); Biotechnology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
553;4000148502;"Rural and Remote Health";journal;"14456354";"James Cook University";Yes;Yes;0,521;Q1;55;86;394;2929;521;386;1,11;34,06;60,05;0;56;Australia;Pacific Region;"James Cook University";"2005-2025";"Emergency Medical Services (Q1); Health (social science) (Q2); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)";"Health Professions; Medicine; Social Sciences"
554;60803;"Gaceta Sanitaria";journal;"02139111, 15781283";"Ediciones Doyma, S.L.";Yes;Yes;0,521;Q3;53;76;491;1865;892;434;1,23;24,54;57,94;1;37;Spain;Western Europe;"Ediciones Doyma, S.L.";"1987-2025";"Public Health, Environmental and Occupational Health (Q3)";"Medicine"
555;21101073720;"Norwegian Journal of Geology";journal;"23875852";"Geological Society of Norway";Yes;Yes;0,520;Q2;52;15;52;548;54;52;1,32;36,53;10,53;0;6;Norway;Western Europe;"Geological Society of Norway";"2015-2024";"Geochemistry and Petrology (Q2); Geology (Q2); Geophysics (Q2); Oceanography (Q2); Paleontology (Q2)";"Earth and Planetary Sciences"
556;21100984218;"World Journal of Traditional Chinese Medicine";journal;"23118571, 25892894";"Wolters Kluwer Medknow Publications";Yes;Yes;0,520;Q2;19;53;154;2225;451;153;2,87;41,98;42,17;0;20;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2015-2024";"Complementary and Alternative Medicine (Q2)";"Medicine"
557;21100388307;"Journal of Ethnic Foods";journal;"2352619X";"BioMed Central Ltd";Yes;Yes;0,519;Q1;38;41;132;3051;458;132;3,29;74,41;45,92;0;18;United Kingdom;Western Europe;"BioMed Central Ltd";"2015-2025";"Anthropology (Q1); Food Science (Q2)";"Agricultural and Biological Sciences; Social Sciences"
558;21100210909;"Nordic Journal of Digital Literacy";journal;"1891943X, 08096724";"Scandinavian University Press";Yes;Yes;0,519;Q2;25;17;54;639;143;48;2,12;37,59;64,00;0;2;Norway;Western Europe;"Scandinavian University Press";"2012-2024";"Computer Science Applications (Q2); Education (Q2); E-learning (Q3)";"Computer Science; Social Sciences"
559;16116;"Indian Journal of Psychiatry";journal;"00195545, 19983794";"Wolters Kluwer Medknow Publications";Yes;Yes;0,518;Q3;58;221;500;6188;738;367;1,46;28,00;35,29;0;66;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"1970, 1973-1984, 2009-2025";"Psychiatry and Mental Health (Q3)";"Medicine"
560;21100899440;"Forensic Sciences Research";journal;"24711411, 20961790";"Oxford University Press";Yes;Yes;0,517;Q1;31;54;185;1770;331;174;1,69;32,78;48,44;0;12;United Kingdom;Western Europe;"Oxford University Press";"2016-2024";"Anthropology (Q1); Analytical Chemistry (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2); Physical and Theoretical Chemistry (Q2); Psychiatry and Mental Health (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Social Sciences"
561;130096;"Taiwanese Journal of Obstetrics and Gynecology";journal;"10284559, 18756263";"Elsevier Ltd";Yes;Yes;0,517;Q3;49;226;687;4672;1040;558;1,65;20,67;42,86;0;68;United Kingdom;Western Europe;"Elsevier Ltd";"2004-2025";"Obstetrics and Gynecology (Q3)";"Medicine"
562;21100925787;"AJIL Unbound";journal;"23987723";"Cambridge University Press";Yes;Yes;0,516;Q1;19;57;212;1627;282;201;1,34;28,54;49,23;1;29;United States;Northern America;"Cambridge University Press";"2013-2024";"Law (Q1)";"Social Sciences"
563;29791;"Moravian Geographical Reports";journal;"12108812";"Academy of Sciences of the Czech Republic";Yes;Yes;0,516;Q2;29;6;62;490;127;62;1,76;81,67;38,46;0;3;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic";"1993-2024";"Earth and Planetary Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q2)";"Earth and Planetary Sciences; Social Sciences"
